,season,lg,type,number_tm,position,player,age,tm,seas_id,player_id
964,2015,NBA,All-Rookie,1st,,Nikola Mirotić,23,CHI,25562,4281
965,2015,NBA,All-Rookie,1st,,Nerlens Noel,20,PHI,25555,4278
966,2015,NBA,All-Rookie,1st,,Elfrid Payton,20,ORL,25271,4240
967,2015,NBA,All-Rookie,1st,,Jordan Clarkson,22,LAL,25424,4265
968,2015,NBA,All-Rookie,2nd,,Marcus Smart,20,BOS,25511,4275
969,2015,NBA,All-Rookie,2nd,,Zach LaVine,19,MIN,25739,4299
970,2015,NBA,All-Rookie,2nd,,Bojan Bogdanović,25,BRK,25161,4224
971,2015,NBA,All-Rookie,2nd,,Jusuf Nurkić,20,DEN,25442,4267
972,2015,NBA,All-Rookie,2nd,,Langston Galloway,23,NYK,25486,4272
991,2014,NBA,All-Defense,1st,C,Joakim Noah,28,CHI,24779,3763
992,2014,NBA,All-Defense,1st,F,Paul George,23,IND,24953,3968
993,2014,NBA,All-Defense,1st,G,Chris Paul,28,LAC,24586,3585
994,2014,NBA,All-Defense,1st,F,Serge Ibaka,24,OKC,25010,3902
995,2014,NBA,All-Defense,1st,G,Andre Iguodala,30,GSW,24509,3500
996,2014,NBA,All-Defense,2nd,F,LeBron James,29,MIA,24853,3462
997,2014,NBA,All-Defense,2nd,G,Patrick Beverley,25,HOU,24947,4124
998,2014,NBA,All-Defense,2nd,G,Jimmy Butler,24,CHI,24778,4023
999,2014,NBA,All-Defense,2nd,F,Kawhi Leonard,22,SAS,24816,4032
1000,2014,NBA,All-Defense,2nd,C,Roy Hibbert,27,IND,24995,3847
1054,2014,NBA,All-NBA,1st,F,Kevin Durant,25,OKC,24828,3770
1055,2014,NBA,All-NBA,1st,F,LeBron James,29,MIA,24853,3462
1056,2014,NBA,All-NBA,1st,C,Joakim Noah,28,CHI,24779,3763
1057,2014,NBA,All-NBA,1st,G,Chris Paul,28,LAC,24586,3585
1058,2014,NBA,All-NBA,1st,G,James Harden,24,HOU,24731,3880
1059,2014,NBA,All-NBA,2nd,G,Stephen Curry,25,GSW,25032,3903
1060,2014,NBA,All-NBA,2nd,F,Blake Griffin,24,LAC,24547,3920
1061,2014,NBA,All-NBA,2nd,F,Kevin Love,25,MIN,24830,3830
1062,2014,NBA,All-NBA,2nd,C,Dwight Howard,28,HOU,24655,3520
1063,2014,NBA,All-NBA,2nd,G,Tony Parker,31,SAS,25058,3355
1064,2014,NBA,All-NBA,3rd,C,Al Jefferson,29,CHA,24495,3496
1065,2014,NBA,All-NBA,3rd,F,LaMarcus Aldridge,28,POR,24844,3686
1066,2014,NBA,All-NBA,3rd,F,Paul George,23,IND,24953,3968
1067,2014,NBA,All-NBA,3rd,G,Goran Dragić,27,PHO,24695,3817
1068,2014,NBA,All-NBA,3rd,G,Damian Lillard,23,POR,24606,4077
1094,2014,NBA,All-Rookie,1st,,Michael Carter-Williams,22,PHI,24904,4182
1095,2014,NBA,All-Rookie,1st,,Victor Oladipo,21,ORL,25081,4217
1096,2014,NBA,All-Rookie,1st,,Trey Burke,21,UTA,25068,4214
1097,2014,NBA,All-Rookie,1st,,Mason Plumlee,23,BRK,24895,4180
1098,2014,NBA,All-Rookie,1st,,Tim Hardaway Jr.,21,NYK,25049,4209
1099,2014,NBA,All-Rookie,2nd,,Kelly Olynyk,22,BOS,24818,4177
1100,2014,NBA,All-Rookie,2nd,,Giannis Antetokounmpo,19,MIL,24689,4164
1101,2014,NBA,All-Rookie,2nd,,Gorgui Dieng,24,MIN,24697,4167
1102,2014,NBA,All-Rookie,2nd,,Cody Zeller,21,CHA,24594,4155
1103,2014,NBA,All-Rookie,2nd,,Steven Adams,20,OKC,25039,4208
1123,2013,NBA,All-Defense,1st,G,Tony Allen,31,MEM,24448,3561
1124,2013,NBA,All-Defense,1st,F,LeBron James,28,MIA,24275,3462
1125,2013,NBA,All-Defense,1st,F,Serge Ibaka,23,OKC,24404,3902
1126,2013,NBA,All-Defense,1st,G,Chris Paul,27,LAC,23994,3585
1127,2013,NBA,All-Defense,1st,C,Tyson Chandler,30,NYK,24464,3359
1128,2013,NBA,All-Defense,1st,C,Joakim Noah,27,CHI,24194,3763
1129,2013,NBA,All-Defense,2nd,F,Paul George,22,IND,24357,3968
1130,2013,NBA,All-Defense,2nd,G,Avery Bradley,22,BOS,23950,3918
1131,2013,NBA,All-Defense,2nd,F,Tim Duncan,36,SAS,24439,3092
1132,2013,NBA,All-Defense,2nd,G,Mike Conley,25,MEM,24325,3779
1133,2013,NBA,All-Defense,2nd,C,Marc Gasol,28,MEM,24297,3835
1158,2013,NBA,All-NBA,1st,F,LeBron James,28,MIA,24275,3462
1159,2013,NBA,All-NBA,1st,F,Kevin Durant,24,OKC,24241,3770
1160,2013,NBA,All-NBA,1st,G,Chris Paul,27,LAC,23994,3585
1161,2013,NBA,All-NBA,1st,G,Kobe Bryant,34,LAL,24253,3000
1162,2013,NBA,All-NBA,1st,C,Tim Duncan,36,SAS,24439,3092
1163,2013,NBA,All-NBA,2nd,F,Carmelo Anthony,28,NYK,23976,3435
1164,2013,NBA,All-NBA,2nd,G,Russell Westbrook,24,OKC,24393,3849
1165,2013,NBA,All-NBA,2nd,C,Marc Gasol,28,MEM,24297,3835
1166,2013,NBA,All-NBA,2nd,G,Tony Parker,30,SAS,24449,3355
1167,2013,NBA,All-NBA,2nd,F,Blake Griffin,23,LAC,23958,3920
1168,2013,NBA,All-NBA,3rd,G,James Harden,23,HOU,24148,3880
1169,2013,NBA,All-NBA,3rd,C,Dwight Howard,27,LAL,24072,3520
1170,2013,NBA,All-NBA,3rd,G,Dwyane Wade,31,MIA,24073,3445
1171,2013,NBA,All-NBA,3rd,F,David Lee,29,GSW,24032,3590
1172,2013,NBA,All-NBA,3rd,F,Paul George,22,IND,24357,3968
1205,2013,NBA,All-Rookie,1st,,Damian Lillard,22,POR,24017,4077
1206,2013,NBA,All-Rookie,1st,,Anthony Davis,19,NOH,23937,4066
1207,2013,NBA,All-Rookie,1st,,Bradley Beal,19,WAS,23960,4072
1208,2013,NBA,All-Rookie,1st,,Dion Waiters,21,CLE,24055,4082
1209,2013,NBA,All-Rookie,1st,,Harrison Barnes,20,GSW,24124,4089
1210,2013,NBA,All-Rookie,2nd,,Andre Drummond,19,DET,23927,4064
1211,2013,NBA,All-Rookie,2nd,,Jonas Valančiūnas,20,TOR,24210,4100
1212,2013,NBA,All-Rookie,2nd,,Michael Kidd-Gilchrist,19,CHA,24322,4117
1213,2013,NBA,All-Rookie,2nd,,Kyle Singler,24,DET,24264,4111
1214,2013,NBA,All-Rookie,2nd,,Tyler Zeller,23,CLE,24460,4136
1228,2012,NBA,All-Defense,1st,F,LeBron James,27,MIA,23706,3462
1229,2012,NBA,All-Defense,1st,F,Serge Ibaka,22,OKC,23840,3902
1230,2012,NBA,All-Defense,1st,C,Dwight Howard,26,ORL,23519,3520
1231,2012,NBA,All-Defense,1st,G,Chris Paul,26,LAC,23444,3585
1232,2012,NBA,All-Defense,1st,G,Tony Allen,30,MEM,23875,3561
1233,2012,NBA,All-Defense,2nd,C,Tyson Chandler,29,NYK,23892,3359
1234,2012,NBA,All-Defense,2nd,G,Rajon Rondo,25,BOS,23791,3704
1235,2012,NBA,All-Defense,2nd,F,Kevin Garnett,35,BOS,23677,2936
1236,2012,NBA,All-Defense,2nd,F,Luol Deng,26,CHI,23721,3543
1237,2012,NBA,All-Defense,2nd,G,Kobe Bryant,33,LAL,23684,3000
1258,2012,NBA,All-NBA,1st,F,LeBron James,27,MIA,23706,3462
1259,2012,NBA,All-NBA,1st,F,Kevin Durant,23,OKC,23676,3770
1260,2012,NBA,All-NBA,1st,G,Kobe Bryant,33,LAL,23684,3000
1261,2012,NBA,All-NBA,1st,G,Chris Paul,26,LAC,23444,3585
1262,2012,NBA,All-NBA,1st,C,Dwight Howard,26,ORL,23519,3520
1263,2012,NBA,All-NBA,2nd,C,Andrew Bynum,24,LAL,23378,3574
1264,2012,NBA,All-NBA,2nd,G,Tony Parker,29,SAS,23877,3355
1265,2012,NBA,All-NBA,2nd,F,Kevin Love,23,MIN,23678,3830
1266,2012,NBA,All-NBA,2nd,G,Russell Westbrook,23,OKC,23822,3849
1267,2012,NBA,All-NBA,2nd,F,Blake Griffin,22,LAC,23402,3920
1268,2012,NBA,All-NBA,3rd,G,Dwyane Wade,30,MIA,23520,3445
1269,2012,NBA,All-NBA,3rd,F,Carmelo Anthony,27,NYK,23428,3435
1270,2012,NBA,All-NBA,3rd,G,Rajon Rondo,25,BOS,23791,3704
1271,2012,NBA,All-NBA,3rd,F,Dirk Nowitzki,33,DAL,23509,3116
1272,2012,NBA,All-NBA,3rd,C,Tyson Chandler,29,NYK,23892,3359
1300,2012,NBA,All-Rookie,1st,,Kyrie Irving,19,CLE,23691,4037
1301,2012,NBA,All-Rookie,1st,,Ricky Rubio,21,MIN,23808,4051
1302,2012,NBA,All-Rookie,1st,,Kenneth Faried,22,DEN,23674,4035
1303,2012,NBA,All-Rookie,1st,,Klay Thompson,21,GSW,23683,4036
1304,2012,NBA,All-Rookie,1st,,Brandon Knight,20,DET,23411,3985
1305,2012,NBA,All-Rookie,1st,,Iman Shumpert,21,NYK,23575,4011
1306,2012,NBA,All-Rookie,1st,,Kawhi Leonard,20,SAS,23668,4032
1307,2012,NBA,All-Rookie,2nd,,Chandler Parsons,23,HOU,23431,3987
1308,2012,NBA,All-Rookie,2nd,,Isaiah Thomas,22,SAC,23576,4012
1309,2012,NBA,All-Rookie,2nd,,MarShon Brooks,23,NJN,23738,4042
1310,2012,NBA,All-Rookie,2nd,,Derrick Williams,20,MIN,23503,4001
1311,2012,NBA,All-Rookie,2nd,,Tristan Thompson,20,CLE,23885,4058
1321,2011,NBA,All-Defense,1st,C,Dwight Howard,25,ORL,22919,3520
1322,2011,NBA,All-Defense,1st,G,Rajon Rondo,24,BOS,23221,3704
1323,2011,NBA,All-Defense,1st,F,LeBron James,26,MIA,23116,3462
1324,2011,NBA,All-Defense,1st,F,Kevin Garnett,34,BOS,23087,2936
1325,2011,NBA,All-Defense,1st,G,Kobe Bryant,32,LAL,23095,3000
1326,2011,NBA,All-Defense,2nd,G,Tony Allen,29,MEM,23319,3561
1327,2011,NBA,All-Defense,2nd,G,Chris Paul,25,NOH,22841,3585
1328,2011,NBA,All-Defense,2nd,C,Tyson Chandler,28,DAL,23336,3359
1329,2011,NBA,All-Defense,2nd,F,Andre Iguodala,27,PHI,22760,3500
1330,2011,NBA,All-Defense,2nd,F,Joakim Noah,25,CHI,23049,3763
1363,2011,NBA,All-NBA,1st,F,LeBron James,26,MIA,23116,3462
1364,2011,NBA,All-NBA,1st,C,Dwight Howard,25,ORL,22919,3520
1365,2011,NBA,All-NBA,1st,G,Derrick Rose,22,CHI,22905,3812
1366,2011,NBA,All-NBA,1st,G,Kobe Bryant,32,LAL,23095,3000
1367,2011,NBA,All-NBA,1st,F,Kevin Durant,22,OKC,23086,3770
1368,2011,NBA,All-NBA,2nd,F,Dirk Nowitzki,32,DAL,22913,3116
1369,2011,NBA,All-NBA,2nd,C,Amar'e Stoudemire,28,NYK,22756,3366
1370,2011,NBA,All-NBA,2nd,G,Dwyane Wade,29,MIA,22920,3445
1371,2011,NBA,All-NBA,2nd,F,Pau Gasol,30,LAL,23208,3341
1372,2011,NBA,All-NBA,2nd,G,Russell Westbrook,22,OKC,23256,3849
1373,2011,NBA,All-NBA,3rd,G,Chris Paul,25,NOH,22841,3585
1374,2011,NBA,All-NBA,3rd,F,LaMarcus Aldridge,25,POR,23107,3686
1375,2011,NBA,All-NBA,3rd,G,Manu Ginóbili,33,SAS,23136,3401
1376,2011,NBA,All-NBA,3rd,F,Zach Randolph,29,MEM,23356,3362
1377,2011,NBA,All-NBA,3rd,C,Al Horford,24,ATL,22743,3734
1408,2011,NBA,All-Rookie,1st,,Blake Griffin,21,LAC,22793,3920
1409,2011,NBA,All-Rookie,1st,,John Wall,20,WAS,23064,3951
1410,2011,NBA,All-Rookie,1st,,Landry Fields,22,NYK,23109,3955
1411,2011,NBA,All-Rookie,1st,,DeMarcus Cousins,20,SAC,22890,3926
1412,2011,NBA,All-Rookie,1st,,Gary Neal,26,SAS,22954,3940
1413,2011,NBA,All-Rookie,2nd,,Greg Monroe,20,DET,22969,3942
1414,2011,NBA,All-Rookie,2nd,,Wesley Johnson,23,MIN,23344,3977
1415,2011,NBA,All-Rookie,2nd,,Eric Bledsoe,21,LAC,22936,3934
1416,2011,NBA,All-Rookie,2nd,,Paul George,20,IND,23209,3968
1427,2010,NBA,All-Defense,1st,C,Dwight Howard,24,ORL,22328,3520
1428,2010,NBA,All-Defense,1st,G,Rajon Rondo,23,BOS,22601,3704
1429,2010,NBA,All-Defense,1st,F,LeBron James,25,CLE,22500,3462
1430,2010,NBA,All-Defense,1st,G,Kobe Bryant,31,LAL,22483,3000
1431,2010,NBA,All-Defense,1st,F,Gerald Wallace,27,CHA,22361,3316
1432,2010,NBA,All-Defense,2nd,C,Tim Duncan,33,SAS,22692,3092
1433,2010,NBA,All-Defense,2nd,G,Dwyane Wade,28,MIA,22329,3445
1434,2010,NBA,All-Defense,2nd,F,Josh Smith,24,ATL,22464,3535
1435,2010,NBA,All-Defense,2nd,F,Anderson Varejão,27,CLE,22182,3497
1436,2010,NBA,All-Defense,2nd,G,Thabo Sefolosha,25,OKC,22687,3723
1479,2010,NBA,All-NBA,1st,F,LeBron James,25,CLE,22500,3462
1480,2010,NBA,All-NBA,1st,C,Dwight Howard,24,ORL,22328,3520
1481,2010,NBA,All-NBA,1st,G,Kobe Bryant,31,LAL,22483,3000
1482,2010,NBA,All-NBA,1st,F,Kevin Durant,21,OKC,22474,3770
1483,2010,NBA,All-NBA,1st,G,Dwyane Wade,28,MIA,22329,3445
1484,2010,NBA,All-NBA,2nd,G,Steve Nash,35,PHO,22678,3028
1485,2010,NBA,All-NBA,2nd,F,Dirk Nowitzki,31,DAL,22318,3116
1486,2010,NBA,All-NBA,2nd,G,Deron Williams,25,UTA,22305,3592
1487,2010,NBA,All-NBA,2nd,F,Carmelo Anthony,25,DEN,22239,3435
1488,2010,NBA,All-NBA,2nd,C,Amar'e Stoudemire,27,PHO,22180,3366
1489,2010,NBA,All-NBA,3rd,C,Andrew Bogut,25,MIL,22189,3573
1490,2010,NBA,All-NBA,3rd,F,Tim Duncan,33,SAS,22692,3092
1491,2010,NBA,All-NBA,3rd,G,Joe Johnson,28,ATL,22437,3327
1492,2010,NBA,All-NBA,3rd,F,Pau Gasol,29,LAL,22580,3341
1493,2010,NBA,All-NBA,3rd,G,Brandon Roy,25,POR,22220,3658
1517,2010,NBA,All-Rookie,1st,,Brandon Jennings,20,MIL,22219,3861
1518,2010,NBA,All-Rookie,1st,,Stephen Curry,21,GSW,22670,3903
1519,2010,NBA,All-Rookie,1st,,Tyreke Evans,20,SAC,22713,3912
1520,2010,NBA,All-Rookie,1st,,Darren Collison,22,NOH,22295,3869
1521,2010,NBA,All-Rookie,1st,,Taj Gibson,24,CHI,22683,3905
1522,2010,NBA,All-Rookie,2nd,,Marcus Thornton,22,NOH,22528,3894
1523,2010,NBA,All-Rookie,2nd,,DeJuan Blair,20,SAS,22300,3871
1524,2010,NBA,All-Rookie,2nd,,James Harden,20,OKC,22394,3880
1525,2010,NBA,All-Rookie,2nd,,Jonas Jerebko,22,DET,22450,3888
1526,2010,NBA,All-Rookie,2nd,,Jonny Flynn,20,MIN,22452,3889
1537,2009,NBA,All-Defense,1st,C,Dwight Howard,23,ORL,21759,3520
1538,2009,NBA,All-Defense,1st,G,Kobe Bryant,30,LAL,21892,3000
1539,2009,NBA,All-Defense,1st,F,LeBron James,24,CLE,21909,3462
1540,2009,NBA,All-Defense,1st,G,Chris Paul,23,NOH,21691,3585
1541,2009,NBA,All-Defense,1st,F,Kevin Garnett,32,BOS,21886,2936
1542,2009,NBA,All-Defense,2nd,C,Tim Duncan,32,SAS,22113,3092
1543,2009,NBA,All-Defense,2nd,G,Dwyane Wade,27,MIA,21760,3445
1544,2009,NBA,All-Defense,2nd,G,Rajon Rondo,22,BOS,22022,3704
1545,2009,NBA,All-Defense,2nd,F,Metta World Peace,29,HOU,21965,3205
1546,2009,NBA,All-Defense,2nd,F,Shane Battier,30,HOU,22073,3349
1578,2009,NBA,All-NBA,1st,F,LeBron James,24,CLE,21909,3462
1579,2009,NBA,All-NBA,1st,G,Kobe Bryant,30,LAL,21892,3000
1580,2009,NBA,All-NBA,1st,C,Dwight Howard,23,ORL,21759,3520
1581,2009,NBA,All-NBA,1st,G,Dwyane Wade,27,MIA,21760,3445
1582,2009,NBA,All-NBA,1st,F,Dirk Nowitzki,30,DAL,21748,3116
1583,2009,NBA,All-NBA,2nd,G,Chris Paul,23,NOH,21691,3585
1584,2009,NBA,All-NBA,2nd,F,Tim Duncan,32,SAS,22113,3092
1585,2009,NBA,All-NBA,2nd,C,Yao Ming,28,HOU,22149,3428
1586,2009,NBA,All-NBA,2nd,F,Paul Pierce,31,BOS,22006,3146
1587,2009,NBA,All-NBA,2nd,G,Brandon Roy,24,POR,21649,3658
1588,2009,NBA,All-NBA,3rd,F,Pau Gasol,28,LAL,22003,3341
1589,2009,NBA,All-NBA,3rd,G,Tony Parker,26,SAS,22120,3355
1590,2009,NBA,All-NBA,3rd,G,Chauncey Billups,32,TOT,21678,3048
1591,2009,NBA,All-NBA,3rd,F,Carmelo Anthony,24,DEN,21669,3435
1592,2009,NBA,All-NBA,3rd,C,Shaquille O'Neal,36,PHO,22077,2751
1619,2009,NBA,All-Rookie,1st,,Derrick Rose,20,CHI,21737,3812
1620,2009,NBA,All-Rookie,1st,,O.J. Mayo,21,MEM,21997,3842
1621,2009,NBA,All-Rookie,1st,,Russell Westbrook,20,OKC,22055,3849
1622,2009,NBA,All-Rookie,1st,,Brook Lopez,20,NJN,21660,3801
1623,2009,NBA,All-Rookie,1st,,Michael Beasley,20,MIA,21966,3838
1624,2009,NBA,All-Rookie,2nd,,Eric Gordon,20,LAC,21768,3815
1625,2009,NBA,All-Rookie,2nd,,Kevin Love,20,MIN,21887,3830
1626,2009,NBA,All-Rookie,2nd,,Mario Chalmers,22,MIA,21946,3836
1627,2009,NBA,All-Rookie,2nd,,Marc Gasol,24,MEM,21934,3835
1628,2009,NBA,All-Rookie,2nd,,D.J. Augustin,21,CHA,21708,3805
1629,2009,NBA,All-Rookie,2nd,,Rudy Fernández,23,POR,22053,3848
1635,2008,NBA,All-Defense,1st,F,Kevin Garnett,31,BOS,21291,2936
1636,2008,NBA,All-Defense,1st,G,Kobe Bryant,29,LAL,21299,3000
1637,2008,NBA,All-Defense,1st,C,Marcus Camby,33,DEN,21350,3004
1638,2008,NBA,All-Defense,1st,G,Bruce Bowen,36,SAS,21065,2975
1639,2008,NBA,All-Defense,1st,F,Tim Duncan,31,SAS,21533,3092
1640,2008,NBA,All-Defense,2nd,F,Shane Battier,29,HOU,21486,3349
1641,2008,NBA,All-Defense,2nd,G,Chris Paul,22,NOH,21089,3585
1642,2008,NBA,All-Defense,2nd,C,Dwight Howard,22,ORL,21157,3520
1643,2008,NBA,All-Defense,2nd,F,Tayshaun Prince,27,DET,21526,3425
1644,2008,NBA,All-Defense,2nd,G,Raja Bell,31,PHO,21436,3284
1671,2008,NBA,All-NBA,1st,G,Kobe Bryant,29,LAL,21299,3000
1672,2008,NBA,All-NBA,1st,G,Chris Paul,22,NOH,21089,3585
1673,2008,NBA,All-NBA,1st,F,Kevin Garnett,31,BOS,21291,2936
1674,2008,NBA,All-NBA,1st,F,LeBron James,23,CLE,21320,3462
1675,2008,NBA,All-NBA,1st,C,Dwight Howard,22,ORL,21157,3520
1676,2008,NBA,All-NBA,2nd,C,Amar'e Stoudemire,25,PHO,20995,3366
1677,2008,NBA,All-NBA,2nd,F,Tim Duncan,31,SAS,21533,3092
1678,2008,NBA,All-NBA,2nd,G,Steve Nash,33,PHO,21515,3028
1679,2008,NBA,All-NBA,2nd,G,Deron Williams,23,UTA,21135,3592
1680,2008,NBA,All-NBA,2nd,F,Dirk Nowitzki,29,DAL,21147,3116
1681,2008,NBA,All-NBA,3rd,F,Carlos Boozer,26,UTA,21071,3369
1682,2008,NBA,All-NBA,3rd,F,Paul Pierce,30,BOS,21425,3146
1683,2008,NBA,All-NBA,3rd,G,Tracy McGrady,28,HOU,21537,3096
1684,2008,NBA,All-NBA,3rd,G,Manu Ginóbili,30,SAS,21344,3401
1685,2008,NBA,All-NBA,3rd,C,Yao Ming,27,HOU,21569,3428
1713,2008,NBA,All-Rookie,1st,,Al Horford,21,ATL,20988,3734
1714,2008,NBA,All-Rookie,1st,,Kevin Durant,19,SEA,21290,3770
1715,2008,NBA,All-Rookie,1st,,Luis Scola,27,HOU,21333,3774
1716,2008,NBA,All-Rookie,1st,,Al Thornton,24,LAC,20990,3735
1717,2008,NBA,All-Rookie,1st,,Jeff Green,21,SEA,21242,3761
1718,2008,NBA,All-Rookie,2nd,,Jamario Moon,27,TOR,21214,3757
1719,2008,NBA,All-Rookie,2nd,,Juan Carlos Navarro,27,MEM,21272,3766
1720,2008,NBA,All-Rookie,2nd,,Thaddeus Young,19,PHI,21528,3791
1721,2008,NBA,All-Rookie,2nd,,Rodney Stuckey,21,DET,21457,3786
1722,2008,NBA,All-Rookie,2nd,,Carl Landry,24,HOU,21069,3741
1736,2007,NBA,All-Defense,1st,F,Bruce Bowen,35,SAS,20534,2975
1737,2007,NBA,All-Defense,1st,F,Tim Duncan,30,SAS,20940,3092
1738,2007,NBA,All-Defense,1st,C,Marcus Camby,32,DEN,20786,3004
1739,2007,NBA,All-Defense,1st,G,Kobe Bryant,28,LAL,20750,3000
1740,2007,NBA,All-Defense,1st,G,Raja Bell,30,PHO,20857,3284
1741,2007,NBA,All-Defense,2nd,C,Ben Wallace,32,CHI,20512,2971
1742,2007,NBA,All-Defense,2nd,G,Jason Kidd,33,NJN,20690,2870
1743,2007,NBA,All-Defense,2nd,F,Tayshaun Prince,26,DET,20937,3425
1744,2007,NBA,All-Defense,2nd,F,Kevin Garnett,30,MIN,20742,2936
1745,2007,NBA,All-Defense,2nd,G,Kirk Hinrich,26,CHI,20748,3459
1781,2007,NBA,All-NBA,1st,G,Steve Nash,32,PHO,20930,3028
1782,2007,NBA,All-NBA,1st,G,Kobe Bryant,28,LAL,20750,3000
1783,2007,NBA,All-NBA,1st,F,Dirk Nowitzki,28,DAL,20603,3116
1784,2007,NBA,All-NBA,1st,F,Tim Duncan,30,SAS,20940,3092
1785,2007,NBA,All-NBA,1st,C,Amar'e Stoudemire,24,PHO,20481,3366
1786,2007,NBA,All-NBA,2nd,F,LeBron James,22,CLE,20761,3462
1787,2007,NBA,All-NBA,2nd,C,Yao Ming,26,HOU,20974,3428
1788,2007,NBA,All-NBA,2nd,G,Gilbert Arenas,25,WAS,20644,3317
1789,2007,NBA,All-NBA,2nd,G,Tracy McGrady,27,HOU,20945,3096
1790,2007,NBA,All-NBA,2nd,F,Chris Bosh,22,TOR,20548,3436
1791,2007,NBA,All-NBA,3rd,G,Dwyane Wade,25,MIA,20611,3445
1792,2007,NBA,All-NBA,3rd,F,Kevin Garnett,30,MIN,20742,2936
1793,2007,NBA,All-NBA,3rd,F,Carmelo Anthony,22,DEN,20540,3435
1794,2007,NBA,All-NBA,3rd,C,Dwight Howard,21,ORL,20610,3520
1795,2007,NBA,All-NBA,3rd,G,Chauncey Billups,30,DET,20547,3048
1825,2007,NBA,All-Rookie,1st,,Brandon Roy,22,POR,20526,3658
1826,2007,NBA,All-Rookie,1st,,Andrea Bargnani,21,TOR,20491,3655
1827,2007,NBA,All-Rookie,1st,,Randy Foye,23,MIN,20860,3706
1828,2007,NBA,All-Rookie,1st,,Rudy Gay,20,MEM,20888,3713
1829,2007,NBA,All-Rookie,1st,,Jorge Garbajosa,29,TOR,20713,3680
1830,2007,NBA,All-Rookie,1st,,LaMarcus Aldridge,21,POR,20757,3686
1831,2007,NBA,All-Rookie,2nd,,Paul Millsap,21,UTA,20846,3701
1832,2007,NBA,All-Rookie,2nd,,Adam Morrison,22,CHA,20465,3651
1833,2007,NBA,All-Rookie,2nd,,Tyrus Thomas,20,CHI,20955,3724
1834,2007,NBA,All-Rookie,2nd,,Craig Smith,23,MIN,20563,3663
1835,2007,NBA,All-Rookie,2nd,,Marcus Williams,21,NJN,20788,3691
1836,2007,NBA,All-Rookie,2nd,,Rajon Rondo,20,BOS,20858,3704
1837,2007,NBA,All-Rookie,2nd,,Walter Herrmann,27,CHA,20966,3727
1848,2006,NBA,All-Defense,1st,G,Bruce Bowen,34,SAS,19977,2975
1849,2006,NBA,All-Defense,1st,C,Ben Wallace,31,DET,19951,2971
1850,2006,NBA,All-Defense,1st,F,Andrei Kirilenko,24,UTA,19926,3298
1851,2006,NBA,All-Defense,1st,F,Metta World Peace,26,TOT,20267,3205
1852,2006,NBA,All-Defense,1st,G,Jason Kidd,32,NJN,20136,2870
1853,2006,NBA,All-Defense,1st,G,Kobe Bryant,27,LAL,20200,3000
1854,2006,NBA,All-Defense,2nd,G,Chauncey Billups,29,DET,19995,3048
1855,2006,NBA,All-Defense,2nd,F,Tim Duncan,29,SAS,20409,3092
1856,2006,NBA,All-Defense,2nd,F,Kevin Garnett,29,MIN,20194,2936
1857,2006,NBA,All-Defense,2nd,C,Marcus Camby,31,DEN,20242,3004
1858,2006,NBA,All-Defense,2nd,G,Tayshaun Prince,25,DET,20406,3425
1891,2006,NBA,All-NBA,1st,F,LeBron James,21,CLE,20211,3462
1892,2006,NBA,All-NBA,1st,G,Kobe Bryant,27,LAL,20200,3000
1893,2006,NBA,All-NBA,1st,F,Dirk Nowitzki,27,DAL,20055,3116
1894,2006,NBA,All-NBA,1st,G,Steve Nash,31,PHO,20402,3028
1895,2006,NBA,All-NBA,1st,C,Shaquille O'Neal,33,MIA,20382,2751
1896,2006,NBA,All-NBA,2nd,G,Chauncey Billups,29,DET,19995,3048
1897,2006,NBA,All-NBA,2nd,G,Dwyane Wade,24,MIA,20064,3445
1898,2006,NBA,All-NBA,2nd,C,Ben Wallace,31,DET,19951,2971
1899,2006,NBA,All-NBA,2nd,F,Elton Brand,26,LAC,20077,3186
1900,2006,NBA,All-NBA,2nd,F,Tim Duncan,29,SAS,20409,3092
1901,2006,NBA,All-NBA,3rd,F,Shawn Marion,27,PHO,20387,3218
1902,2006,NBA,All-NBA,3rd,C,Yao Ming,25,HOU,20452,3428
1903,2006,NBA,All-NBA,3rd,G,Allen Iverson,30,PHI,19913,2967
1904,2006,NBA,All-NBA,3rd,F,Carmelo Anthony,21,DEN,19987,3435
1905,2006,NBA,All-NBA,3rd,G,Gilbert Arenas,24,WAS,20094,3317
1931,2006,NBA,All-Rookie,1st,,Chris Paul,20,NOK,20001,3585
1932,2006,NBA,All-Rookie,1st,,Charlie Villanueva,21,TOR,19994,3584
1933,2006,NBA,All-Rookie,1st,,Andrew Bogut,21,MIL,19928,3573
1934,2006,NBA,All-Rookie,1st,,Deron Williams,21,UTA,20044,3592
1935,2006,NBA,All-Rookie,1st,,Channing Frye,22,NYK,19989,3583
1936,2006,NBA,All-Rookie,2nd,,Danny Granger,22,IND,20025,3589
1937,2006,NBA,All-Rookie,2nd,,Raymond Felton,21,CHA,20334,3634
1938,2006,NBA,All-Rookie,2nd,,Luther Head,23,HOU,20229,3621
1939,2006,NBA,All-Rookie,2nd,,Marvin Williams,19,ATL,20253,3624
1940,2006,NBA,All-Rookie,2nd,,Ryan Gomes,23,BOS,20364,3638
1951,2005,NBA,All-Defense,1st,C,Ben Wallace,30,DET,19367,2971
1952,2005,NBA,All-Defense,1st,F,Kevin Garnett,28,MIN,19632,2936
1953,2005,NBA,All-Defense,1st,G,Bruce Bowen,33,SAS,19394,2975
